tweet_id,author_id,inbound,created_at,in_response_to_tweet_id,in_response_to_tweet_text,text,response_tweet_id
1599512,ChipotleTweets,False,2017-11-05 03:53:30+00:00,1599513,Today I paid over $2 for  to serve me cheesy water and call it queso🙃,It can be different because we use unprocessed ingredients. Sorry you didn't like it. I'll let the right people know. -James,
1600298,ChipotleTweets,False,2017-11-05 04:17:30+00:00,1600300,a cockroach crawled into my booth while i was eating at your restuarant today i need a giftcard,That's troubling to hear. Please contact https://t.co/nrhUDiEk7G so we can investigate. -James,1600299
1600878,ChipotleTweets,False,2017-11-05 04:58:00+00:00,1600880,I found the stall door and tried putting it on the wall but i opened it and the wall was still there,"Have you tried saying ""bloody Mary"" three times into the mirror? -James",1600879
1600881,ChipotleTweets,False,2017-11-05 04:52:24+00:00,1600882,hey im stuck in the chiplorkre bathroom and o cant find the door plhs help,Any luck? -James,1600880
1600883,ChipotleTweets,False,2017-11-05 04:51:30+00:00,1600884,is the queso dip made using the same cheese as what goes on top of your burritos ?,"The queso's made from an aged cheddar, while the shredded cheese is Monterey jack. -James",
1605353,ChipotleTweets,False,2017-11-05 02:08:00+00:00,1605354,Yo  why do I have to pay $3.50 to make my burrito a quesaritto? Do I pay for the electricity that it costs to melt my cheese?,"It's a convenience charge, mostly. Sorry for the trouble. -James",
1605356,ChipotleTweets,False,2017-11-05 02:07:23+00:00,1605357,"Yes he rocked! The guy who rushed me out with a half a bowl full of food because it was closing, not so much. 🤦🏼‍♀️",We'll encourage the cashier's positive example. Have a great night! -James,
1605358,ChipotleTweets,False,2017-11-05 02:02:51+00:00,1605359,Wish I knew the name tag of the  worker who worked the register in Hoboken just now bc he rocked when is coworker didn’t. 🙏🏻,I'll send a note to their mgmt. so we can give credit where it's due. Thanks! -James,1605357
1606283,ChipotleTweets,False,2017-11-13 21:29:00+00:00,1606285,I think I eat too much chipotle....,Why do you say that? -James,1606284
1606286,ChipotleTweets,False,2017-11-13 21:38:32+00:00,1606284,The workers know my order..... by heart🤷🏽‍♀️,&lt;3 &lt;3 -James,
1606598,ChipotleTweets,False,2017-11-05 02:23:01+00:00,1606599,I need,How bad? -James,
1607256,ChipotleTweets,False,2017-11-05 02:43:28+00:00,1607257,"Nah , food poisoning from chipotle",That's troubling to hear. Please contact https://t.co/nrhUDiEk7G so we can investigate. -James,
1611147,ChipotleTweets,False,2017-11-30 19:13:34+00:00,98065,Chipotle is more responsive than my friends,We do love you guys. -Tay,
1611524,ChipotleTweets,False,2017-11-30 19:08:40+00:00,1611526,"The dude at the  in boystown tried to tell me a 3 pointer is when you only get two things in it so he charged me full price, lmao I don’t think he passed his math classes in school. It’s whatever tho.","Meats and guac are 2-points, everything else is 1-point. I'm sorry for any confusion! -Tay",1611525
1611651,ChipotleTweets,False,2017-11-30 19:07:28+00:00,98066,"I told my crush that I liked her, well... We'll leave it at that",💃 -Tay,
1611813,ChipotleTweets,False,2017-11-30 19:06:32+00:00,1611814,wdh I ordered to go n I get shit.. the guacamole looks expired and I bought extra steak with my chicken bowl and got just chicken.. ya lucky I’m hungry.. highly unsafisfied,I'm sorry for that. Be sure to let a manager know or go to https://t.co/0f6pFdYU9j -Tay,
1611815,ChipotleTweets,False,2017-11-30 19:02:31+00:00,1611816,I’m coming ... booked my flight last night.,See you soon. -Tay,
1611817,ChipotleTweets,False,2017-11-29 17:34:01+00:00,1611819,🍛🌯 &lt;3,You coming over for the holidays or should I plan on going to your place? -Gabe,"1611816,1611818"
1611820,ChipotleTweets,False,2017-11-29 15:55:29+00:00,98199,What if you’re my crush?,*Blushing* -Gabe,1611819
1612314,ChipotleTweets,False,2017-11-30 19:00:07+00:00,1612315,chipotle got my stomach 😳,That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
1612321,ChipotleTweets,False,2017-11-30 18:43:30+00:00,1612322,when you don't have a boyfriend so you decide your soulmate is a burrito,Same. -Tay,
1613128,ChipotleTweets,False,2017-11-30 18:42:01+00:00,1613129,3 packs of moldy blueberries from  😩 https://t.co/dhIirBRbcX,That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
1613365,ChipotleTweets,False,2017-11-30 18:41:00+00:00,1613367,When the  employee rips your burrito &amp; pretends it didn't happen 🙃 #sourcreameverywhere https://t.co/Zrp76Gxxbs,Uh oh. Was it still a delicious meal though? -Tay,1613366
1613389,ChipotleTweets,False,2017-11-30 18:37:28+00:00,1613391,Hey  you didn't have to put me on blast like this... https://t.co/sfP7aJd570,We know what your heart truly wants. -Tay,1613390
1613419,ChipotleTweets,False,2017-11-30 18:31:00+00:00,1613420,"Don't worry. I've been playing  my entire life.

Me: can I have a cup for water? 
*fills cup with coke* https://t.co/OToG2GGF3u",🤔 -Tay,
1613422,ChipotleTweets,False,2017-11-30 18:30:35+00:00,1613423,just chewed on a legit stone in my burrito bowl and merked my tooth 😫😫 https://t.co/oaJJ5v1Xwk,That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
1613718,ChipotleTweets,False,2017-11-26 04:04:29+00:00,1613719,ROAST ME 🔥🔥🔥🔥🔥😉😉😉😉,"Hmmm, nah. -Jen",
1613720,ChipotleTweets,False,2017-11-26 03:51:00+00:00,1613721,Friendsgiving❤️🍽🌯🍦🛍   https://t.co/bUy2fo9cyJ,Your friends know what's up. -Jen,
1613723,ChipotleTweets,False,2017-11-26 03:47:28+00:00,1613724,"Was hungry &amp; running out of options tonight, but I was able to grab a #vegan burrito at  thank you so much for offering quality vegan food on the go!",I'm so glad we could be there in your time of need! -Jen,
1613725,ChipotleTweets,False,2017-11-26 03:46:48+00:00,1613726,"bruh randy just called me and he was like wyd, I was honest with this man and said I just finished yaking and shitting bc chipotle fucked me UO",This is concerning. Please let our team know at the link:  https://t.co/0f6pFdYU9j -Jen,
1613727,ChipotleTweets,False,2017-11-26 03:42:27+00:00,1613728,"Steak burrito, white rice, pinto beans, sour cream, lettuce, and cheese! Can’t forget the chips and guac!! #theperfectmeal","Indeed, sir. -Jen",
1613729,ChipotleTweets,False,2017-11-26 03:36:52+00:00,1613730,"You’re doing a great job. I love Chipotle, and it’s always a good decision! And your social media team totally rocks!!","Shucks, you're the sweetest. What's your fave thing to get? -Jen",1613728
1613731,ChipotleTweets,False,2017-11-26 03:37:56+00:00,1613732,only appreciation for  because chipotle has the best customer service! i wasn’t satisfied with the amount of guac i got while visiting and they sent me this!😊thanks so much!! https://t.co/rVIBT5rLs0,Sam for the win! Thanks for sharing! -Jen,
1613733,ChipotleTweets,False,2017-11-26 03:36:27+00:00,1613735,i am eating literally the most fucking Disgusting burrito from ur hellhole restaurant rn and i will be pursuing legal action,This makes me sad to hear. Can you go into details at the link: https://t.co/0f6pFdYU9j -Jen,1613734
1613736,ChipotleTweets,False,2017-11-26 03:35:30+00:00,1613738,#foodpoisoning thanks guys,This is concerning to hear. Please let our team know at the link:  https://t.co/0f6pFdYU9j -Jen,1613737
1613739,ChipotleTweets,False,2017-11-26 03:33:54+00:00,1613740,"His and her  bowl. Make keto a LIFESTYLE!
.
.
First bowl (Jon): Double chicken,… https://t.co/lqzDJ21PoM",Precious. -Jen,
1613741,ChipotleTweets,False,2017-11-26 03:32:25+00:00,1613742,one of you workers at the Sterling Heights location insulted my friend and I by rudely cussing at us telling us to leave when we asked for a water cup,This is concerning to hear. Can you let our team know at the link?  https://t.co/0f6pFdYU9j -Jen,
1616196,ChipotleTweets,False,2017-10-28 22:31:30+00:00,1356996,u guys suck https://t.co/W9BEFvONfD,I'm sorry we made you feel that way. Write to https://t.co/nrhUDiEk7G. We'd love to guac it for you in a better way. -Shawn,
1616199,ChipotleTweets,False,2017-10-28 22:29:56+00:00,1616200,"My fiancé  thinks I’m joking but I think  should be the caterer of our wedding. 
🌯🌮🥙",Just wait until she looks at the DM I just sent you... -Shawn,
1616216,ChipotleTweets,False,2017-10-28 22:28:55+00:00,1616217,Bought a bowl today and bite into a piece of steak in my sofritas mix and I’m beyond livid,I just DM'd you. -Shawn,
1616218,ChipotleTweets,False,2017-10-28 22:28:26+00:00,1616219,When you order  pickup &amp; you don’t realize they messed up your order till you get home ☹️.,I hope it was still tasty. Visit https://t.co/nrhUDiEk7G if we need to make amends for this one. -Shawn,
1618706,ChipotleTweets,False,2017-10-24 16:32:09+00:00,1618708,"It's interesting that  doesn't do a taco bar catering spread. And when you call the restaurant, no one can answer a question.","As long as it isn't NYC, we absolutely do that https://t.co/QJiSehDNa9 -Tay",1618707
1619831,ChipotleTweets,False,2017-11-05 16:22:22+00:00,1619833,How tough am I!?!? I once went 3 WEEKS without  https://t.co/pbMoX4xW30,The fam missed you. -Shawn,1619832
1619836,ChipotleTweets,False,2017-11-05 16:20:52+00:00,1619838,"Thank you for paying for my lunch,",Who did that? -Shawn,1619837
1619839,ChipotleTweets,False,2017-11-05 16:37:30+00:00,1619837,A very nice employee.,"If you'd like me to forward this to the Field Leaders, just let us know when and where you visited. -Shawn",1619840
1619841,ChipotleTweets,False,2017-11-05 16:42:00+00:00,1619840,I sent a DM. Is this a good thing for the employee?,This is the best thing. -Shawn,1619842
1619849,ChipotleTweets,False,2017-11-05 16:19:30+00:00,1619850,"I guess 2 for me... white rice, steak, corn, cheese, chips &amp;guac...",Sounds tasty and nutritious. -Shawn,
1619851,ChipotleTweets,False,2017-11-05 15:35:00+00:00,1619852,How many burritos burned (calories) by running the NYC marathon?,"If it's my standard (white, fajita, chicken, corn, hot, cheese), about three burritos. Hbu? https://t.co/FVzOmzND8k -Shawn",1619850
1621585,ChipotleTweets,False,2017-11-05 16:59:00+00:00,1621587,Last time I ate chipotle I had to run to the ocean and throw up on the sand,This is very concerning. We would like to speak with you directly. Will you please send a message here https://t.co/0f6pFdYU9j,1621586
1621588,ChipotleTweets,False,2017-11-05 16:55:00+00:00,1621589,Thanks Shawn! It was last week at the Orlando location on Colonial Blvd near downtown,I'll get this into the right hands. You're very welcome. -Shawn,
1621590,ChipotleTweets,False,2017-11-05 15:59:26+00:00,1621591,Why in the world aren't there baby changing stations in the restroom? I had to change my daughter ON THE DISGUSTING FLOOR 😡😩,Tell us when and where so we can get a suggestion to the Facilities Team: https://t.co/nrhUDiEk7G. -Shawn,1621589
1621592,ChipotleTweets,False,2017-11-05 16:40:25+00:00,1621593,Shawn you a homie thank you,You bet -Shawn,
1622859,ChipotleTweets,False,2017-11-05 17:23:30+00:00,1622860,where are your nachos?,"Ballpark-style for now, but who knows what will happen now that we've got queso on the line. I've got my fingers crossed. -Shawn",
1623009,ChipotleTweets,False,2017-10-17 20:07:28+00:00,1623010,I'm sad to say  new queso isn't all that great. #notimpressed #sad https://t.co/vTq4ieaF35,I'm sorry to read that--what's left you feeling so frustrated? -Patrick,
1623011,ChipotleTweets,False,2017-10-17 20:03:00+00:00,1623012,"How do you justify charging $6.70 for this?

All I wanted was a side for my 1 year old. https://t.co/MxjjPTd8no",I'm sorry for the frustration--would you tell us at https://t.co/0f6pFdYU9j so we can help on our end? -Patrick,
1623013,ChipotleTweets,False,2017-10-17 20:01:59+00:00,1623014,Had too  https://t.co/bnNbaNGhUg,That's a solid start to the afternoon! -Patrick,
1623015,ChipotleTweets,False,2017-10-17 20:01:39+00:00,1623016,does this look appotizing ? Never had a wetlands in my bowl... Worst experience here will never come back... https://t.co/C5HydGbulB,I'm sorry to see that--would you share this with us at https://t.co/0f6pFdYU9j so we can help out? -Patrick,
1623017,ChipotleTweets,False,2017-10-17 20:01:03+00:00,1623018,Anyone notice  going down hill? I go at least 1/week to get a salad &amp; get less and less each time. Today's salad is just sad.,I'm sorry to read that--definitely frustrating. Which restaurant are you visiting? -Patrick,
1624190,ChipotleTweets,False,2017-11-05 17:58:06+00:00,1624192,Yes in a bag...but six chips for $1.20?,That's concerning. Please follow up with our team at https://t.co/nrhUDiEk7G. -Shawn,1624191
1624193,ChipotleTweets,False,2017-11-05 18:52:00+00:00,1624191,"I thought I just did. It’s on Austin St in Forest Hills, NY. I’m out.",I'm not seeing a submission yet — we really want to get this into the right hands and make amends. Thanks! -Shawn,
1624194,ChipotleTweets,False,2017-11-05 17:32:34+00:00,1624195,SIX whole chips with my order? How will I ever finish them?! https://t.co/yCLTXta2lE,I'm so sorry if we let you down. Did we not serve them in a bag? -Shawn,1624192
1624196,ChipotleTweets,False,2017-11-05 17:58:00+00:00,1624198,Just had the worst  ever.,What happened? -Shawn,1624197
1624199,ChipotleTweets,False,2017-11-05 18:02:39+00:00,1624197,"At noon - out of 2 meats, over cooked steak, under cooked beans, cold rice, no hot salsa,  no salad dressing, rude staff.","I'm so sorry! Please share the details, here: https://t.co/nrhUDiEk7G. -Shawn",
1624201,ChipotleTweets,False,2017-11-05 17:38:28+00:00,1624202,I ended up giving most of it to my coworker :(,Sorry! It sounds like it wasn't everything you dreamed it would be. Please write to our team at https://t.co/nrhUDiEk7G. -Shawn,
1624203,ChipotleTweets,False,2017-11-05 15:21:30+00:00,1624204,What happened.  https://t.co/RJsKZrZYLs,Pristine piles of ingredients are a must. It looks like we missed the mark — was it still delicious? -Shawn,1624202
1624205,ChipotleTweets,False,2017-11-05 17:32:00+00:00,1624206,DM me  https://t.co/cNQGZynbi4,I've done just that. -Shawn,
1624207,ChipotleTweets,False,2017-11-05 17:30:11+00:00,1624208,Today is definitely going to be a  day.,"Full of life, full of passion—make it happen. -Shawn",
1625599,ChipotleTweets,False,2017-10-24 18:54:33+00:00,1625600,your app needs a section for putting a tortilla in the bowl. Workers screw it up every time on my order.,"Probably not something we'll do, but if you come in, we'll get that taken care of for you! -Tay",
1625828,ChipotleTweets,False,2017-11-05 18:07:01+00:00,1625829,Eating the meal of  #LCS champions   https://t.co/4AgO20UvRw,A wise choice. Awaken the victor within. -Shawn,
1628014,ChipotleTweets,False,2017-11-05 15:28:51+00:00,1619857,Best tweet I’ve seen all day.,"Debatable, after yours. -Shawn",
1628015,ChipotleTweets,False,2017-11-05 15:28:24+00:00,1619858,thanks! I was wondering that the other day...,Anytime. -Shawn,
1628016,ChipotleTweets,False,2017-11-05 15:27:44+00:00,1628018,I'm ur # 1 fan,Why's that? -Shawn,1628017
1628019,ChipotleTweets,False,2017-11-05 15:36:55+00:00,1628017,I've eaten chipotle everyday since '93,That's hotter than the Chipotle peppers we use to marinate our meats. -Shawn,1628020
1628021,ChipotleTweets,False,2017-11-05 15:26:50+00:00,1628022,With  coming next episode I'm going to do a new aggregate scoring system. I am thinking pizza places also need their own. https://t.co/0pSSNWHv0F,Don't forget about our pizza place (Pizzeria Locale). It's worthy of taste and mention. -Shawn,
1628023,ChipotleTweets,False,2017-11-05 15:24:00+00:00,1590923,Half finished? Nah I finish those suckers in one sitting #noshame,Dedication worthy of praise. We'll note this day in history. Keep up the good work. -Shawn,
1628024,ChipotleTweets,False,2017-11-05 15:22:27+00:00,1628026,there is only one  in Vermont but i’m genuinely considering driving an hour and a half to get it,Did you make it? Your dedication is commendable. -Shawn,1628025
1628027,ChipotleTweets,False,2017-11-06 16:20:51+00:00,1628025,Yea and the new queso is good,I'm smiling. Thank you so much for the love! -James,
1628028,ChipotleTweets,False,2017-11-05 15:19:00+00:00,1628029,I love you 🌯,We'd be nothing without you. Thanks! -Shawn,
1628030,ChipotleTweets,False,2017-11-05 15:17:00+00:00,40782,"no chipotle in Hawaii though, I deserve military BOGO as well😩😭",Let us know the next time you're near one. -Shawn,
1628031,ChipotleTweets,False,2017-11-05 15:12:40+00:00,1628032,where can I get Spanish rice in my bowl,Mixing our cilantro-lime rice with hot salsa or Tabasco will get you pretty close to the flavor you desire. -Shawn,
1628033,ChipotleTweets,False,2017-11-05 15:10:25+00:00,1590921,"If you can’t finish a piping hot chipotle burrito before passing out, you don’t deserve that burrito",I always finish. -Shawn,
1628329,ChipotleTweets,False,2017-10-24 19:54:00+00:00,1628330,"So, apparently I've been saying Chipotle wrong my entire life. Like what?  https://t.co/GMAyUMV8ke",Oh boy. -Tay,
1629260,ChipotleTweets,False,2017-11-05 15:58:24+00:00,1619860,I will never be able to eat a marathon in my lifetime. Maybe I'll be able to do a 5k.,All dreams start somewhere. -Shawn,
1629261,ChipotleTweets,False,2017-11-05 15:45:46+00:00,1629262,sitting here hungover af wondering why  opens @ 10:45am,Holdfast and drink water. -Shawn,
1629263,ChipotleTweets,False,2017-11-05 15:45:15+00:00,1629264,Confused why  is telling me to go to Dulles Airport....also that’s not the same as huevos rancheros 😒 https://t.co/rXNRP8rUMN,We're testing breakfast there. It's worth the flight. -Shawn,
1629266,ChipotleTweets,False,2017-11-05 15:43:00+00:00,1629267,Chipotle charged me three times for one bowl yesterday and I just realized now so I'm sick,This is very concerning. We would like to speak with you directly. Please send a message here: https://t.co/0f6pFdYU9j,
521099,ChipotleTweets,False,2017-11-05 15:40:00+00:00,521098,day 21 (from yesterday) https://t.co/WxhHy943eT,This is epic. Sorry for missing the x. -Shawn,1629268
1629269,ChipotleTweets,False,2017-11-05 15:36:00+00:00,1629270,Me to my burrito from  https://t.co/FtSIWEMHmd,I feel u. -Shawn,
1629271,ChipotleTweets,False,2017-11-05 15:34:00+00:00,1629272,Getting 2 bowls at Chipotle earlier was clutch,A dou-bowl delight!,
1629273,ChipotleTweets,False,2017-11-05 15:31:00+00:00,1619856,"The real question is, how long would it take to complete the marathon while eating each burrito?",What a deep thinker. That's an inspiring question. -Shawn,
1629733,ChipotleTweets,False,2017-11-05 02:59:30+00:00,1629734,I had Chipotle 2 times. Got sick once and the second time tasted like sick. I'm GOOD,That's concerning. Please contact https://t.co/nrhUDiEk7G so we can investigate. -James,
1629735,ChipotleTweets,False,2017-11-05 02:55:34+00:00,1629736,Chipotle be fucking my stomach up,That's troubling to hear. Please contact https://t.co/nrhUDiEk7G so we can investigate. -James,
1631628,ChipotleTweets,False,2017-11-05 19:58:30+00:00,1631629,y'all finna fuck my colon up. Good thing I'm a S U C C'er for pain.,This is very concerning. We would like to speak with you directly. Will you please send a message: https://t.co/0f6pFdYU9j,
1631637,ChipotleTweets,False,2017-11-05 19:57:33+00:00,1631638,"1:15 in ST Joseph, Mo",I'm looping all of the right people so we can get them the help (and cream) that they need. For amends: https://t.co/nrhUDiEk7G,
1631639,ChipotleTweets,False,2017-11-05 19:32:00+00:00,1631640,Totally unacceptable to run out of sour cream at 1:15 on a Sunday afternoon.... #rookiemistake,Agreed. Sorry for the trouble. Where did you visit? -Shawn,1631638
1631641,ChipotleTweets,False,2017-11-05 19:53:33+00:00,1631642,"1513 N Main St #500A, Warrington, PA 18976",I looped in our IT guys to take a look. Feel free to call ahead in the meantime. -Shawn,
1631643,ChipotleTweets,False,2017-11-05 19:35:00+00:00,1631646,"I got beans, guac, and double wrap; otherwise pretty similar. We used the app so we didn’t watch it being made. Still delicious 👌🏻 https://t.co/8UBnfCO3nM",Can you follow us? I'd like to send a special DM. -Shawn,"1631644,1631645"
1631647,ChipotleTweets,False,2017-11-07 23:38:25+00:00,1631645,"I followed, but didn’t get a message. Not sure if it went through.",I'm so sorry about that. I'll send you a message right now. -Becky,
1631648,ChipotleTweets,False,2017-11-05 19:24:33+00:00,1631649,My GF is upset with her burrito size.. I think it’s hilarious. https://t.co/7waAg8lyf6,Did you get more items or ask for extra in yours? -Shawn,1631646
1631650,ChipotleTweets,False,2017-11-05 19:30:46+00:00,1631651,i'm currently on the way to my nearest chipotle right now,"It sounds like you're a problem solver — just the type of fan we desire to fill with delicious, nourishing food. -Shawn",
1631652,ChipotleTweets,False,2017-11-05 19:26:29+00:00,1631653,i want some,Only you can make the dream come true: https://t.co/adeSsF8lkJ. -Shawn,1631651
1631810,ChipotleTweets,False,2017-11-05 23:43:28+00:00,1631811,"If this tornado ends me, just that that I always loved you","Also, don't die. -Whit",
1631812,ChipotleTweets,False,2017-11-05 23:43:28+00:00,1631811,"If this tornado ends me, just that that I always loved you",You have my heart. -Whit,
1631813,ChipotleTweets,False,2017-11-05 23:42:51+00:00,1631814,found a piece of plastic in my food?? https://t.co/UaIPyos8RL,That's concerning Please tell us more here: https://t.co/sWY5Anq8CM -Whit,
1631815,ChipotleTweets,False,2017-11-05 23:42:51+00:00,1631817,Might be time to go to a different  location from now on. It seems like mobile ordering means nothing here.,I'm so sorry. What's been happening? -Whit,1631816
1631818,ChipotleTweets,False,2017-11-05 23:50:00+00:00,1631816,"More often than not, waiting 10-15 minutes after pickup time because the order isn’t ready",That's not cool. Please tell us more here: https://t.co/sWY5An8xLe -Whit,
1631820,ChipotleTweets,False,2017-11-05 23:42:00+00:00,1631822,missing chips in our take out order :(,NOOOOOOOO! Not the chips. Please tell us more here: https://t.co/sWY5An8xLe -Whit,1631821
1631823,ChipotleTweets,False,2017-11-05 23:33:52+00:00,1631824,Wasted no time to eat before work.,I'm seriously impressed. -Whit,
1631825,ChipotleTweets,False,2017-11-05 23:29:30+00:00,1631826,So I just finished a  burrito while in the  drivethru. I don’t know if that’s impressive or sad that I did that.,Basic and awesome are clearly not mutually exclusive. -Whit,1631824
1631828,ChipotleTweets,False,2017-11-05 23:32:28+00:00,1631829,10/15/17,"Check your DMs, please! -Whit",
1631830,ChipotleTweets,False,2017-11-05 23:26:57+00:00,1225961,Still waiting for a response...,When did you write in? -Whit,1631829
1631831,ChipotleTweets,False,2017-11-05 23:31:24+00:00,1631832,"Overheard at Chipotle -

Guy in line to woman behind him who also order a gluten free meal: “You’re gluten free too? Celiacs UNITE!”

Me - wtf","I'm glad celiacs had a little celebration in line today. Why not, eh? -Whit",
1631833,ChipotleTweets,False,2017-11-05 23:30:34+00:00,1631835,No soft corn tortilla taco option  Weird and very unauthentic.,"We recently removed soft corn tacos for our menu. We hope you'll enjoy flour, crunchy corn, or chips with your meal! -Whit",1631834
1632921,ChipotleTweets,False,2017-11-05 20:08:00+00:00,1632922,literally the most gross guacamole this is unacceptable. It tastes rotten. https://t.co/VxMVXVvIrk,This is concerning to see. We'd like to chat with you directly. Please message our team at: https://t.co/nrhUDiEk7G. -Shawn,
1632923,ChipotleTweets,False,2017-11-05 20:07:31+00:00,1632925,not a chance. But lets talk  💅🏽,Follow us and let me know when — Cam will be happy to hear we tried to change your mind. -Shawn,1632924
1632928,ChipotleTweets,False,2017-11-05 20:06:00+00:00,1632929,My kids started a spontaneous dance party at  today. Hope the adorability made up for all the food they spilled on the floor.,It's expected — no hard feelings. Shake it! -Shawn,
1632930,ChipotleTweets,False,2017-11-05 20:04:55+00:00,1632932,Got the screw job again  dude in front of me got massive servings.  Guess at my expense.  WTF https://t.co/UqTacOgxUn,Equal heaping scoops is our goal. Are you still there and able to ask a manager to make amends? -Shawn,1632931
1632933,ChipotleTweets,False,2017-11-05 20:31:00+00:00,1632931,Took 2 minutes to eat.  I’m long gone. Won’t be back to that location.,I'm sorry we left you hungry. Make sure to always ask for extra if heaping scoops fall short. Visit https://t.co/nrhUDiEk7G.,
1632934,ChipotleTweets,False,2017-11-05 20:02:32+00:00,1632935,how the fu*k are you out of pico,"Good question. Traceability is important for our food safety, but when and where did you visit? I'm sorry! -Shawn",
1632937,ChipotleTweets,False,2017-11-05 20:00:41+00:00,1632939,this is my petition to have the option of a kids sized burrito bowl,"You've been heard. I'll mark this for review by our Menu Development team. No promises today, but holdfast (come hungry)! -Shawn",1632938
1633858,ChipotleTweets,False,2017-11-05 20:29:00+00:00,1633860,"Wyomissing, PA. We ordered online at 1:30 and our order was for 3:00. No sour cream and our order wasn’t even ready ☹️",I'm not seeing one in that town on my list — would you mind reaching out to https://t.co/nrhUDiEk7G? -Shawn,1633859
1633861,ChipotleTweets,False,2017-11-05 20:19:00+00:00,1633862,How is  out of sour cream?? Seriously ☹️,When and where did you run into this? -Shawn,1633860
1633864,ChipotleTweets,False,2017-11-05 20:23:00+00:00,1633865,Steelyard chipotle is sick because I can get hpv and see a child get spanked all in one trip,This is very concerning. We would like to speak with you directly. Will you please send a message to: https://t.co/0f6pFdYU9j,
1633866,ChipotleTweets,False,2017-11-05 20:18:52+00:00,1633867,This is the horrible guacamole that I got in my pickup order from  Not fresh at all 🤦🏾‍♀️ https://t.co/BqdtuXAao4,This is concerning — when and where did you visit? If you can follow us I'd love to send a DM. -Shawn,
1634423,ChipotleTweets,False,2017-11-05 20:35:05+00:00,1634424,Thanks  I love avocado skin in my bowl 😷 https://t.co/uA78VTG2HJ,"Oh no! They're blanched, so should be clean, but please share this with https://t.co/nrhUDiEk7G. -Shawn",
1634425,ChipotleTweets,False,2017-11-05 20:34:30+00:00,1634427,I swore my undying love and commitment to  when I lived in Colorado. One year in CDA Idaho and I want to see other people.,Why do you feel that way? -Shawn,1634426
1634428,ChipotleTweets,False,2017-11-05 20:51:00+00:00,1634426,Food is more miss than hit. Just had another bland burrito.  Cleanliness seems to be an issue too. You’ve let yourself go...,That doesn't sound like the Chipotle I know and love. Sorry about that. Please share the specifics with https://t.co/nrhUDiEk7G -S,
1634429,ChipotleTweets,False,2017-11-05 20:33:05+00:00,1634431,My mom ordered the chicken bowl and got a little extra which poked my moms tongue and almost made her choke. https://t.co/KNynnNvY8s,This is very concerning. We would like to speak with you directly. Will you please send a message here: https://t.co/0f6pFdYU9j,1634430
1635081,ChipotleTweets,False,2017-11-05 20:55:39+00:00,1635082,So we just putting the whole avocado in the guac now chipoltle?🤔 where's my burrito free of avocado peel??  https://t.co/jgSTuvzGaD,This is concerning. Please share these images with our team at https://t.co/nrhUDiEk7G. -Shawn,
1635084,ChipotleTweets,False,2017-11-05 20:53:00+00:00,1635086,Not going to lie I like the  quest,What is your quest? What is your favourite color? -Shawn,1635085
1635087,ChipotleTweets,False,2017-11-05 21:10:38+00:00,1635085,"Meant queso, damn autocorrect","So orange, and the cheese was your quest? -Shawn",1635088
1635089,ChipotleTweets,False,2017-11-05 21:27:29+00:00,1635088,Actually green (salsa) and cheese,Admirable. -Shawn,
1635090,ChipotleTweets,False,2017-11-05 20:52:29+00:00,1635092,Emojis by  is a thing i need in my life.,Enjoy these for now: 🌮🌯🥙🥑🍺 -Shawn,1635091
1635093,ChipotleTweets,False,2017-11-05 21:05:31+00:00,1635091,"Thanks for working on a Sunday, Shawn!",Your joy = our delight. -Shawn,
1635094,ChipotleTweets,False,2017-11-05 20:50:27+00:00,1635095,I love you but there is literally so much fat in my burrito bowl and I’m only half way through 😔 https://t.co/ez3CgAwQEC,I'm sorry you weren't able to enjoy the usual succulently sliced cubes — please share this with https://t.co/nrhUDiEk7G. -Shawn,
1635096,ChipotleTweets,False,2017-11-05 20:49:29+00:00,1635097,the chicken was cold! They made my bowl twice. It was still cold. Just a warning before someone gets sick,When and where did you visit? This is very concerning. Will you please send a message here: https://t.co/0f6pFdYU9j -Shawn,
1635559,ChipotleTweets,False,2017-11-05 21:13:28+00:00,1635560,"1rst  visit in &gt;5yrs. A very disappointing burrito; bland queso.😢
At least they haven't abandoned Kansas City,",That's not how we want to make you feel. Please contact https://t.co/nrhUDiEk7G so we can get the right words 2 the team. -Shawn,
1635561,ChipotleTweets,False,2017-11-05 21:11:26+00:00,1635563,Shawn from  is my new best friend. Sorry  🤷🏼‍♀️,Anything for my bestie. -Shawn,1635562
1635564,ChipotleTweets,False,2017-11-05 21:32:00+00:00,1635562,The real test of friendship is: hot or mild?,Hot and added Chipotle Tabasco. -Shawn,
1635565,ChipotleTweets,False,2017-11-05 21:00:36+00:00,1635566,why is there part of a plastic bag in my bowl :// https://t.co/57S07Uj36Q,This is very concerning. We would like to speak with you directly. Will you please send a message: https://t.co/0f6pFdYU9j,
1636336,ChipotleTweets,False,2017-11-05 21:28:52+00:00,1636337,Rainy day is the perfect excuse to try  new Queso. It’s awesome for dipping fyi. https://t.co/m85wGSH5ho,You've got that right. Dip away. -Shawn,
